ACCELEROMETER X (m/s²),ACCELEROMETER Y (m/s²),ACCELEROMETER Z (m/s²),GRAVITY X (m/s²),GRAVITY Y (m/s²),GRAVITY Z (m/s²),LINEAR ACCELERATION X (m/s²),LINEAR ACCELERATION Y (m/s²),LINEAR ACCELERATION Z (m/s²),GYROSCOPE X (rad/s),GYROSCOPE Y (rad/s),GYROSCOPE Z (rad/s),LIGHT (lux),MAGNETIC FIELD X (μT),MAGNETIC FIELD Y (μT),MAGNETIC FIELD Z (μT),ORIENTATION Z (azimuth °),ORIENTATION X (pitch °),ORIENTATION Y (roll °),PROXIMITY (i),ATMOSPHERIC PRESSURE (atm),SOUND LEVEL (dB),LOCATION Latitude : ,LOCATION Longitude : ,LOCATION Altitude ( m),LOCATION Altitude-google ( m),LOCATION Altitude-atmospheric pressure ( m),LOCATION Speed ( Kmh),LOCATION Accuracy ( m),LOCATION ORIENTATION (°),Satellites in range,Time since start in ms ,YYYY-MO-DD HH-MI-SS_SSS
0.8239,7.7263,6.548,0.7787,7.2704,6.535,-0.0139,0.4003,0.0439,-0.0146,0.0093,0.0012,369.9932,8.4,49.65,-59.7,348.95,-47.85,-6.8,2.0,0.97743,64.474,35.784576,-78.69123,283.87,397.2934369555921,,32.54,19.35484,261.8,7 / 19,837339,2018-03-12 16:35:16:233
0.6179,7.6305,6.3755,0.7758,7.2714,6.5341,-0.0337,0.4332,0.0494,0.0072,-0.0062,-0.0062,370.2254,9.15,48.9,-61.35,348.16,-47.86,-6.79,2.0,0.97742,67.081,35.784576,-78.69123,283.87,397.2934369555921,,32.54,19.35484,261.8,7 / 19,837839,2018-03-12 16:35:16:733
0.6275,7.5299,6.5001,0.7731,7.2728,6.5329,-0.1014,0.2959,0.0511,0.0088,-0.0088,-0.0094,367.7276,8.55,49.5,-59.55,348.26,-47.86,-6.76,2.0,0.97742,67.627,35.784576,-78.69123,283.87,397.2934369555921,,32.54,19.35484,261.8,7 / 19,838339,2018-03-12 16:35:17:233
0.6706,7.5395,6.6725,0.7715,7.2727,6.5332,0.0144,0.4674,-0.0013,0.0216,-0.0136,-0.002,359.2965,9.45,48.3,-60.6,348.09,-47.87,-6.74,2.0,0.97743,66.947,35.784576,-78.69123,283.87,397.2934369555921,,32.54,19.35484,261.8,7 / 19,838839,2018-03-12 16:35:17:733
0.8478,7.7215,6.8306,0.77,7.2744,6.5315,0.0325,0.4165,0.2388,-0.0034,0.005,0.0071,373.8839,8.25,48.75,-60.75,348.93,-47.88,-6.73,2.0,0.97742,66.082,35.784576,-78.69123,283.87,397.2934369555921,,32.54,19.35484,261.8,7 / 19,839339,2018-03-12 16:35:18:233
0.9005,7.7742,6.7204,0.7685,7.2755,6.5304,-0.0393,0.407,0.0157,0.0067,-0.0062,-0.0094,368.2569,9.6,49.8,-62.4,347.62,-47.9,-6.72,2.0,0.9774,67.035,35.784576,-78.69123,283.87,397.2934369555921,,32.54,19.35484,261.8,7 / 19,839839,2018-03-12 16:35:18:733
0.7472,7.712,6.6103,0.7653,7.276,6.5303,-0.0144,0.4088,0.116,0.0131,-0.0088,-0.0073,368.2569,9.45,50.4,-60.6,348.33,-47.89,-6.69,2.0,0.9774,66.307,35.784576,-78.69123,283.87,397.2934369555921,,32.54,19.35484,261.8,7 / 19,840340,2018-03-12 16:35:19:234
0.7233,7.6641,6.3564,0.7626,7.2788,6.5275,-0.123,0.2952,0.0578,-0.0061,0.0071,0.0055,368.2105,9.75,49.65,-60.15,347.6,-47.92,-6.68,2.0,0.97741,66.806,35.784576,-78.69123,283.87,397.2934369555921,,32.54,19.35484,261.8,7 / 19,840839,2018-03-12 16:35:19:733
0.8478,7.7359,6.7875,0.7595,7.2792,6.5274,0.0833,0.4554,0.2584,0.0136,-0.0078,-0.0062,371.4325,8.1,49.65,-59.4,349.04,-47.92,-6.65,2.0,0.97741,64.571,35.784576,-78.69123,283.87,397.2934369555921,,32.54,19.35484,261.8,7 / 19,841339,2018-03-12 16:35:20:233
0.7425,7.6641,6.6438,0.7584,7.281,6.5255,-0.0435,0.324,0.1715,0.0126,-0.0088,-0.0046,373.8839,8.55,50.1,-60.75,348.38,-47.93,-6.63,2.0,0.97739,66.823,35.784576,-78.69123,283.87,397.2934369555921,,32.54,19.35484,261.8,7 / 19,841839,2018-03-12 16:35:20:733
0.6802,7.5587,6.7492,0.7561,7.2804,6.5264,-0.0964,0.2984,0.1637,0.0099,-0.0099,-0.0084,332.7218,8.85,49.5,-59.55,348.36,-47.93,-6.62,2.0,0.9774,66.85,35.784576,-78.69123,283.87,397.2934369555921,,32.54,19.35484,261.8,7 / 19,842340,2018-03-12 16:35:21:234
0.685,7.6641,6.5145,0.7547,7.2822,6.5246,-0.0073,0.4265,0.0458,0.0158,-0.0131,-0.0078,336.241,7.05,52.05,-60.6,350.0,-47.95,-6.6,2.0,0.9774,64.708,35.784576,-78.69123,283.87,397.2934369555921,,32.54,19.35484,261.8,7 / 19,842840,2018-03-12 16:35:21:734
0.8095,7.7263,6.7683,0.751,7.2831,6.524,-0.2081,0.1779,0.1291,-0.0029,-3.0E-4,-0.0142,338.163,9.6,50.55,-61.2,347.79,-47.96,-6.6,2.0,0.97741,65.5,35.784576,-78.69123,283.87,397.2934369555921,,32.54,19.35484,261.8,7 / 19,843339,2018-03-12 16:35:22:233
0.8095,7.6449,6.7587,0.7483,7.2856,6.5215,-0.0828,0.3697,-0.0376,0.011,-0.0094,-0.0083,329.0169,9.6,49.5,-59.1,347.65,-47.98,-6.56,2.0,0.97741,67.923,35.784576,-78.69123,283.87,397.2934369555921,,32.54,19.35484,261.8,7 / 19,843839,2018-03-12 16:35:22:733
0.6898,7.6353,6.4618,0.7457,7.2862,6.5212,-0.0396,0.3509,0.0314,0.0126,-0.0115,-0.0062,331.4682,7.95,51.15,-62.4,349.28,-47.99,-6.54,2.0,0.9774,65.17,35.784576,-78.69123,283.87,397.2934369555921,,32.54,19.35484,261.8,7 / 19,844340,2018-03-12 16:35:23:234
0.8143,7.779,6.6486,0.7438,7.2886,6.5187,0.0041,0.3952,0.136,0.0126,-0.0094,-0.0052,330.9391,9.6,50.85,-61.95,347.88,-48.0,-6.52,2.0,0.9774,64.847,35.784576,-78.69123,283.87,397.2934369555921,,32.54,19.35484,261.8,7 / 19,844840,2018-03-12 16:35:23:734
0.8574,7.803,6.7635,0.7411,7.2912,6.5162,-0.1082,0.2439,0.1165,3.0E-4,0.0018,2.0E-4,331.4682,9.3,50.85,-60.75,348.58,-48.02,-6.49,2.0,0.97741,65.779,35.784576,-78.69123,283.87,397.2934369555921,,32.54,19.35484,261.8,7 / 19,845339,2018-03-12 16:35:24:233
0.6467,7.5635,6.5384,0.7379,7.2921,6.5155,-0.0859,0.2771,0.031,-0.0055,0.005,0.006,332.6755,10.8,51.45,-60.15,347.15,-48.03,-6.46,2.0,0.9774,66.027,35.784576,-78.69123,283.87,397.2934369555921,,32.54,19.35484,261.8,7 / 19,845839,2018-03-12 16:35:24:733
0.8047,7.7503,6.5624,0.7352,7.2932,6.5145,0.0481,0.4341,0.0562,-0.013,0.0082,-0.003,334.6439,10.2,51.75,-63.0,348.07,-48.04,-6.45,2.0,0.97739,66.769,35.784576,-78.69123,283.87,397.2934369555921,,32.54,19.35484,261.8,7 / 19,846339,2018-03-12 16:35:25:233
0.6754,7.6066,6.4857,0.7325,7.2945,6.5134,0.0372,0.4404,0.1244,0.012,-0.0099,-0.0052,338.3488,8.55,49.8,-60.75,348.53,-48.05,-6.43,2.0,0.9774,66.348,35.784576,-78.69123,283.87,397.2934369555921,,32.54,19.35484,261.8,7 / 19,846839,2018-03-12 16:35:25:733
0.685,7.6689,6.4713,0.7311,7.2963,6.5115,0.032,0.4167,0.0677,-0.0055,0.0055,0.0034,334.4582,10.2,52.5,-61.35,348.13,-48.07,-6.41,2.0,0.97739,66.087,35.784576,-78.69123,283.87,397.2934369555921,,32.54,19.35484,261.8,7 / 19,847339,2018-03-12 16:35:26:233
0.7856,7.7311,6.639,0.7288,7.2984,6.5095,0.0324,0.4052,0.1358,-0.0024,0.0029,0.0076,340.0852,8.85,50.85,-60.45,348.63,-48.08,-6.39,2.0,0.97739,66.762,35.784576,-78.69123,283.87,397.2934369555921,,32.54,19.35484,261.8,7 / 19,847840,2018-03-12 16:35:26:734
0.8335,7.7742,6.7923,0.7261,7.3007,6.5071,-0.1212,0.2563,0.0202,-0.0013,-0.003,-0.0046,337.6338,9.6,50.1,-61.65,347.89,-48.11,-6.37,2.0,0.9774,66.15,35.784576,-78.69123,283.87,397.2934369555921,,32.54,19.35484,261.8,7 / 19,848340,2018-03-12 16:35:27:234
0.7041,7.6114,6.6773,0.7236,7.3019,6.5061,0.003,0.3748,0.0676,0.0024,-0.0014,-0.0035,341.8215,10.2,50.4,-62.25,347.91,-48.12,-6.35,2.0,0.9774,67.172,35.784576,-78.69123,283.87,397.2934369555921,,32.54,19.35484,261.8,7 / 19,848839,2018-03-12 16:35:27:733
0.8047,7.6976,6.7587,0.7213,7.3032,6.5049,0.017,0.3295,0.1531,-0.0109,0.0103,0.006,343.79,9.15,51.0,-61.35,348.7,-48.13,-6.34,2.0,0.97741,65.355,35.784576,-78.69123,283.87,397.2934369555921,,32.54,19.35484,261.8,8 / 19,849340,2018-03-12 16:35:28:234
0.843,7.7024,6.6773,0.7193,7.3046,6.5035,0.0506,0.3873,0.101,-0.0029,2.0E-4,-0.0041,344.8114,9.9,50.55,-61.95,348.04,-48.15,-6.31,2.0,0.97739,66.649,35.78441,-78.692375,341.94,397.2934369555921,,0.0,19.35484,,13 / 19,849839,2018-03-12 16:35:28:733
0.6946,7.6593,6.5336,0.7167,7.307,6.5011,0.0823,0.4205,0.1847,0.02,-0.0147,-0.0067,347.3091,9.75,49.65,-62.25,347.95,-48.16,-6.31,2.0,0.97739,66.336,35.78441,-78.692375,341.94,NaN,,0.0,19.35484,,13 / 19,850339,2018-03-12 16:35:29:233
0.6658,7.6497,6.4905,0.7148,7.3095,6.4985,-0.036,0.346,0.0097,-2.0E-4,0.0029,0.0023,349.0455,9.6,49.8,-62.4,347.97,-48.19,-6.28,2.0,0.9774,66.069,35.78441,-78.692375,341.94,NaN,,0.0,19.35484,,13 / 19,850840,2018-03-12 16:35:29:734
0.6419,7.5874,6.5959,0.7121,7.3115,6.4966,-0.031,0.3179,0.1262,-0.0034,0.0039,0.0082,349.0455,9.45,50.7,-61.05,348.75,-48.2,-6.26,2.0,0.97739,63.844,35.78441,-78.692375,341.94,NaN,,0.0,19.35484,,13 / 19,851340,2018-03-12 16:35:30:234
0.6275,7.5012,6.5815,0.7108,7.3122,6.496,0.0178,0.3185,0.1121,-0.0109,0.0077,-0.0036,350.4848,9.3,50.85,-60.45,348.73,-48.21,-6.25,2.0,0.97737,64.438,35.78441,-78.692375,341.94,NaN,,0.0,19.35484,,13 / 19,851841,2018-03-12 16:35:30:735
0.7712,7.6353,6.754,0.7085,7.3138,6.4944,0.033,0.3868,0.0463,0.012,-0.012,-0.0073,346.7799,9.9,51.6,-59.55,348.13,-48.23,-6.24,2.0,0.97738,65.664,35.78441,-78.692375,341.94,NaN,,0.0,19.35484,,13 / 19,852340,2018-03-12 16:35:31:234
0.7856,7.7024,6.754,0.7077,7.3156,6.4924,0.0661,0.3815,0.2365,-0.004,0.0039,0.0039,349.2312,9.15,51.45,-60.6,348.79,-48.24,-6.22,2.0,0.97739,65.634,35.78441,-78.692375,341.94,NaN,,0.0,19.35484,,13 / 19,852840,2018-03-12 16:35:31:734
0.8143,7.7263,6.7108,0.7049,7.3169,6.4913,-0.0495,0.3315,0.0129,0.0046,-0.0025,-0.0014,349.2312,10.35,51.15,-61.2,348.08,-48.26,-6.21,2.0,0.97738,65.832,35.78441,-78.692375,341.94,NaN,,0.0,19.35484,,13 / 19,853339,2018-03-12 16:35:32:233
0.752,7.6832,6.5815,0.702,7.3179,6.4905,0.0444,0.3598,0.1772,0.0024,-9.0E-4,-0.0046,343.6043,9.9,50.85,-61.2,348.11,-48.26,-6.18,2.0,0.97739,67.106,35.78441,-78.692375,341.94,NaN,,0.0,19.35484,,13 / 19,853840,2018-03-12 16:35:32:734
0.7904,7.7647,6.7061,0.7011,7.3201,6.4881,0.0385,0.3852,0.1089,-0.0087,0.0071,0.006,327.7634,9.9,50.55,-61.2,348.11,-48.28,-6.17,2.0,0.9774,67.706,35.78441,-78.692375,341.94,NaN,,0.0,19.35484,,13 / 19,854339,2018-03-12 16:35:33:233
0.8526,7.7886,6.7204,0.698,7.3211,6.4873,0.0933,0.4093,0.1926,0.0184,-0.0136,-0.0051,345.5264,11.25,50.7,-61.05,347.43,-48.29,-6.15,2.0,0.97741,66.939,35.78441,-78.692375,341.94,NaN,,0.0,19.35484,,13 / 19,854840,2018-03-12 16:35:33:734
0.8143,7.7647,6.8737,0.6955,7.3231,6.4852,-0.0578,0.2375,0.0057,3.0E-4,0.0045,0.005,345.8699,10.35,51.6,-58.8,348.18,-48.3,-6.13,2.0,0.97741,65.775,35.78441,-78.692375,341.94,NaN,,0.0,19.35484,,13 / 19,855339,2018-03-12 16:35:34:233
0.8718,7.7647,6.8114,0.6931,7.325,6.4834,0.1288,0.4077,0.2519,0.0014,-0.0019,-0.0025,362.4257,10.65,51.15,-60.75,347.46,-48.32,-6.11,2.0,0.9774,67.128,35.78441,-78.692375,341.94,NaN,,0.0,19.35484,,13 / 19,855839,2018-03-12 16:35:34:733
0.6562,7.5731,6.5911,0.6896,7.327,6.4815,0.0177,0.3069,0.1578,-0.0013,0.0045,0.0029,356.9845,9.9,51.6,-61.2,348.28,-48.34,-6.08,2.0,0.97741,66.489,35.78441,-78.692375,341.94,NaN,,0.0,19.35484,,13 / 19,856339,2018-03-12 16:35:35:233
0.6658,7.5443,6.7252,0.6881,7.3284,6.4801,0.0132,0.2754,0.1712,-0.0104,0.0071,0.006,374.7473,10.2,50.4,-61.05,348.1,-48.35,-6.07,2.0,0.97739,66.476,35.78441,-78.692375,341.94,NaN,,0.0,19.35484,,13 / 19,856840,2018-03-12 16:35:35:734
0.6993,7.6018,6.7013,0.6857,7.3304,6.4781,0.0328,0.351,0.0683,0.0142,-0.0115,-0.0051,371.0424,9.75,51.75,-61.8,348.33,-48.37,-6.06,2.0,0.9774,65.178,35.78441,-78.692375,341.94,NaN,,0.0,19.35484,,13 / 19,857339,2018-03-12 16:35:36:233
0.8718,7.7551,6.6869,0.6826,7.3315,6.4771,0.1764,0.4151,0.2077,-0.0029,0.0055,-0.0014,372.296,9.3,49.5,-61.65,348.87,-48.38,-6.02,2.0,0.97739,67.205,35.78441,-78.692375,341.94,NaN,,0.0,19.35484,,13 / 19,857840,2018-03-12 16:35:36:734
0.6227,7.5922,6.4809,0.68,7.332,6.4768,0.1723,0.4492,0.2132,-0.004,0.0045,0.0045,369.1204,10.65,50.85,-60.75,347.54,-48.39,-6.0,2.0,0.97739,66.542,35.78441,-78.692375,341.94,NaN,,0.0,19.35484,,13 / 19,858341,2018-03-12 16:35:37:235
0.5221,7.4581,6.548,0.6792,7.3341,6.4746,0.0773,0.3268,0.1612,0.0019,0.0013,0.0045,371.0889,9.9,50.1,-60.0,348.12,-48.4,-5.99,2.0,0.9774,65.598,35.78441,-78.692375,341.94,NaN,,0.0,19.35484,,13 / 19,858840,2018-03-12 16:35:37:734
0.8574,7.7168,6.8066,0.6766,7.3346,6.4743,0.061,0.3972,0.0729,-0.0082,0.0103,0.0092,374.7938,10.2,50.4,-61.35,348.17,-48.41,-5.97,2.0,0.97741,65.066,35.78441,-78.692375,341.94,NaN,,0.0,19.35484,,13 / 19,859339,2018-03-12 16:35:38:233
0.8718,7.7886,6.7444,0.6747,7.336,6.4729,0.1651,0.4284,0.2315,-0.0029,-0.0035,-0.0105,372.8253,10.2,51.0,-61.35,348.28,-48.43,-5.96,2.0,0.9774,65.688,35.78441,-78.692375,341.94,NaN,,0.0,19.35484,,13 / 19,859840,2018-03-12 16:35:38:734
0.7664,7.7024,6.548,0.672,7.3389,6.4698,0.0793,0.4119,0.1498,0.0141,-0.011,-0.0067,385.6763,10.5,51.75,-61.35,347.69,-48.44,-5.94,2.0,0.97741,65.76,35.78441,-78.692375,341.94,NaN,,0.0,19.35484,,13 / 19,860339,2018-03-12 16:35:39:233
0.6179,7.6018,6.4282,0.6696,7.34,6.4689,0.0381,0.3222,0.0754,-0.0066,0.0055,0.0018,390.9317,9.45,51.75,-60.6,349.11,-48.46,-5.91,2.0,0.97742,66.582,35.78441,-78.692375,341.94,NaN,,0.0,19.35484,,13 / 19,860840,2018-03-12 16:35:39:734
